Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Private
Ocultation by Ananke,02/23/2020,09:53,02/23/2020,09:53,False,"Coord Star: 19 15 10.8045 -23 01 19.2170
C/A: 0.486 arcsec
P/A 172.59 deg
Velocity: 35.5 km/s
Distance: 5.71 AU
MagR: 17.0
",False
Ocultation by Ananke,02/23/2020,20:23,02/23/2020,20:23,False,"Coord Star: 19 15 34.0241 -23 00 36.8340
C/A: 1.015 arcsec
P/A 172.54 deg
Velocity: 35.37 km/s
Distance: 5.71 AU
MagR: 15.2
",False
Ocultation by Ananke,02/25/2020,22:17,02/25/2020,22:17,False,"Coord Star: 19 17 23.4749 -22 57 16.6160
C/A: 0.837 arcsec
P/A 172.36 deg
Velocity: 34.74 km/s
Distance: 5.68 AU
MagR: 16.9
",False
Ocultation by Ananke,02/26/2020,05:05,02/26/2020,05:05,False,"Coord Star: 19 17 38.2701 -22 56 49.9980
C/A: 0.051 arcsec
P/A 352.2 deg
Velocity: 34.66 km/s
Distance: 5.68 AU
MagR: 16.8
",False
Ocultation by Ananke,02/26/2020,06:00,02/26/2020,06:00,False,"Coord Star: 19 17 40.3031 -22 56 47.8980
C/A: 1.696 arcsec
P/A 352.32 deg
Velocity: 34.64 km/s
Distance: 5.68 AU
MagR: 15.4
",False
Ocultation by Ananke,02/26/2020,10:41,02/26/2020,10:41,False,"Coord Star: 19 17 50.4285 -22 56 25.6560
C/A: 1.641 arcsec
P/A 172.31 deg
Velocity: 34.58 km/s
Distance: 5.68 AU
MagR: 14.2
",False
Ocultation by Ananke,02/27/2020,11:18,02/27/2020,11:18,False,"Coord Star: 19 18 43.6247 -22 54 45.8700
C/A: 1.526 arcsec
P/A 172.21 deg
Velocity: 34.26 km/s
Distance: 5.66 AU
MagR: 16.8
",False
Ocultation by Ananke,02/27/2020,13:22,02/27/2020,13:22,False,"Coord Star: 19 18 48.1087 -22 54 38.6290
C/A: 0.305 arcsec
P/A 172.22 deg
Velocity: 34.24 km/s
Distance: 5.66 AU
MagR: 16.3
",False
Ocultation by Ananke,02/28/2020,05:58,02/28/2020,05:58,False,"Coord Star: 19 19 23.7454 -22 53 30.4440
C/A: 0.798 arcsec
P/A 172.15 deg
Velocity: 34.02 km/s
Distance: 5.65 AU
MagR: 16.7
",False
Ocultation by Ananke,02/28/2020,07:36,02/28/2020,07:36,False,"Coord Star: 19 19 27.2485 -22 53 23.9860
C/A: 0.575 arcsec
P/A 172.14 deg
Velocity: 34.0 km/s
Distance: 5.65 AU
MagR: 17.0
",False
Ocultation by Ananke,02/28/2020,10:44,02/28/2020,10:44,False,"Coord Star: 19 19 33.9520 -22 53 11.8730
C/A: 0.12 arcsec
P/A 352.09 deg
Velocity: 33.96 km/s
Distance: 5.65 AU
MagR: 20.6
",False
Ocultation by Ananke,02/28/2020,21:07,02/28/2020,21:07,False,"Coord Star: 19 19 56.1240 -22 52 30.7700
C/A: 1.487 arcsec
P/A 352.08 deg
Velocity: 33.82 km/s
Distance: 5.64 AU
MagR: 16.5
",False
Ocultation by Ananke,02/28/2020,22:54,02/28/2020,22:54,False,"Coord Star: 19 19 59.9070 -22 52 20.1280
C/A: 1.853 arcsec
P/A 172.08 deg
Velocity: 33.8 km/s
Distance: 5.64 AU
MagR: 14.9
",False
Ocultation by Ananke,02/29/2020,03:09,02/29/2020,03:09,False,"Coord Star: 19 20 08.9697 -22 52 03.2510
C/A: 1.29 arcsec
P/A 172.07 deg
Velocity: 33.74 km/s
Distance: 5.64 AU
MagR: 16.3
",False
Ocultation by Ananke,03/01/2020,17:57,03/01/2020,17:57,False,"Coord Star: 19 21 31.0107 -22 49 24.5990
C/A: 0.387 arcsec
P/A 171.93 deg
Velocity: 33.22 km/s
Distance: 5.62 AU
MagR: 17.0
",False
Ocultation by Ananke,03/02/2020,00:18,03/02/2020,00:18,False,"Coord Star: 19 21 44.3741 -22 49 00.1340
C/A: 1.405 arcsec
P/A 351.89 deg
Velocity: 33.13 km/s
Distance: 5.62 AU
MagR: 16.2
",False
Ocultation by Ananke,03/03/2020,08:12,03/03/2020,08:12,False,"Coord Star: 19 22 50.8827 -22 46 46.3860
C/A: 0.4 arcsec
P/A 171.79 deg
Velocity: 32.69 km/s
Distance: 5.6 AU
MagR: 14.6
",False
Ocultation by Ananke,03/05/2020,16:37,03/05/2020,16:37,False,"Coord Star: 19 24 46.8296 -22 42 52.5950
C/A: 0.49 arcsec
P/A 351.57 deg
Velocity: 31.9 km/s
Distance: 5.56 AU
MagR: 16.7
",False
Ocultation by Ananke,03/05/2020,18:44,03/05/2020,18:44,False,"Coord Star: 19 24 51.1414 -22 42 44.3950
C/A: 1.125 arcsec
P/A 351.56 deg
Velocity: 31.87 km/s
Distance: 5.56 AU
MagR: 10.3
",False
Ocultation by Ananke,03/06/2020,02:31,03/06/2020,02:31,False,"Coord Star: 19 25 06.9162 -22 42 11.8240
C/A: 0.978 arcsec
P/A 351.53 deg
Velocity: 31.76 km/s
Distance: 5.56 AU
MagR: 16.9
",False
Ocultation by Ananke,03/06/2020,23:35,03/06/2020,23:35,False,"Coord Star: 19 25 49.4275 -22 40 41.5140
C/A: 1.376 arcsec
P/A 171.46 deg
Velocity: 31.46 km/s
Distance: 5.55 AU
MagR: 16.8
",False
Ocultation by Ananke,03/07/2020,14:13,03/07/2020,14:13,False,"Coord Star: 19 26 18.8284 -22 39 43.2700
C/A: 1.634 arcsec
P/A 351.41 deg
Velocity: 31.25 km/s
Distance: 5.54 AU
MagR: 16.4
",False
Ocultation by Ananke,03/09/2020,09:22,03/09/2020,09:22,False,"Coord Star: 19 27 44.4213 -22 36 39.8830
C/A: 1.087 arcsec
P/A 171.26 deg
Velocity: 30.62 km/s
Distance: 5.51 AU
MagR: 17.0
",False
Ocultation by Ananke,03/09/2020,21:53,03/09/2020,21:53,False,"Coord Star: 19 28 09.0176 -22 35 49.9870
C/A: 1.508 arcsec
P/A 351.21 deg
Velocity: 30.43 km/s
Distance: 5.5 AU
MagR: 15.7
",False
Ocultation by Ananke,03/10/2020,02:01,03/10/2020,02:01,False,"Coord Star: 19 28 17.0951 -22 35 29.5080
C/A: 1.626 arcsec
P/A 171.2 deg
Velocity: 30.37 km/s
Distance: 5.5 AU
MagR: 16.2
",False
Ocultation by Ananke,03/11/2020,05:30,03/11/2020,05:30,False,"Coord Star: 19 29 10.5312 -22 33 34.2840
C/A: 1.604 arcsec
P/A 171.1 deg
Velocity: 29.96 km/s
Distance: 5.49 AU
MagR: 14.4
",False
Ocultation by Ananke,03/14/2020,11:35,03/14/2020,11:35,False,"Coord Star: 19 31 39.1055 -22 28 10.4400
C/A: 1.836 arcsec
P/A 350.83 deg
Velocity: 28.77 km/s
Distance: 5.44 AU
MagR: 16.8
",False
Ocultation by Ananke,03/15/2020,20:39,03/15/2020,20:39,False,"Coord Star: 19 32 40.5032 -22 25 52.2350
C/A: 1.898 arcsec
P/A 350.71 deg
Velocity: 28.26 km/s
Distance: 5.42 AU
MagR: 13.5
",False
Ocultation by Ananke,03/16/2020,19:56,03/16/2020,19:56,False,"Coord Star: 19 33 23.1729 -22 24 12.5610
C/A: 0.599 arcsec
P/A 170.64 deg
Velocity: 27.89 km/s
Distance: 5.4 AU
MagR: 16.5
",False
Ocultation by Ananke,03/17/2020,14:00,03/17/2020,14:00,False,"Coord Star: 19 33 55.9781 -22 22 58.3940
C/A: 0.5 arcsec
P/A 350.57 deg
Velocity: 27.6 km/s
Distance: 5.39 AU
MagR: 16.6
",False
Ocultation by Ananke,03/17/2020,22:37,03/17/2020,22:37,False,"Coord Star: 19 34 11.4826 -22 22 20.9100
C/A: 1.204 arcsec
P/A 170.55 deg
Velocity: 27.46 km/s
Distance: 5.39 AU
MagR: 16.7
",False
Ocultation by Ananke,03/19/2020,09:35,03/19/2020,09:35,False,"Coord Star: 19 35 13.9226 -22 19 58.0910
C/A: 1.135 arcsec
P/A 350.42 deg
Velocity: 26.9 km/s
Distance: 5.36 AU
MagR: 16.5
",False
Ocultation by Ananke,03/20/2020,03:56,03/20/2020,03:56,False,"Coord Star: 19 35 46.2244 -22 18 42.3580
C/A: 1.262 arcsec
P/A 350.36 deg
Velocity: 26.6 km/s
Distance: 5.35 AU
MagR: 16.1
",False
Ocultation by Ananke,03/22/2020,08:16,03/22/2020,08:16,False,"Coord Star: 19 37 16.6588 -22 15 05.1700
C/A: 0.744 arcsec
P/A 170.19 deg
Velocity: 25.72 km/s
Distance: 5.32 AU
MagR: 16.5
",False
Ocultation by Ananke,03/22/2020,11:44,03/22/2020,11:44,False,"Coord Star: 19 37 22.5915 -22 14 53.6230
C/A: 1.93 arcsec
P/A 350.17 deg
Velocity: 25.67 km/s
Distance: 5.32 AU
MagR: 14.0
",False
Ocultation by Ananke,03/23/2020,15:39,03/23/2020,15:39,False,"Coord Star: 19 38 09.6526 -22 12 56.1420
C/A: 1.747 arcsec
P/A 170.08 deg
Velocity: 25.2 km/s
Distance: 5.3 AU
MagR: 16.0
",False
Ocultation by Ananke,03/25/2020,22:05,03/25/2020,22:05,False,"Coord Star: 19 39 39.3885 -22 09 16.4700
C/A: 1.332 arcsec
P/A 169.9 deg
Velocity: 24.27 km/s
Distance: 5.26 AU
MagR: 15.7
",False
Ocultation by Ananke,03/26/2020,04:17,03/26/2020,04:17,False,"Coord Star: 19 39 49.4656 -22 08 53.9670
C/A: 1.11 arcsec
P/A 349.87 deg
Velocity: 24.16 km/s
Distance: 5.26 AU
MagR: 15.9
",False
Ocultation by Ananke,03/26/2020,22:16,03/26/2020,22:16,False,"Coord Star: 19 40 18.3504 -22 07 42.2460
C/A: 1.297 arcsec
P/A 349.81 deg
Velocity: 23.85 km/s
Distance: 5.25 AU
MagR: 13.7
",False
Ocultation by Ananke,03/29/2020,16:48,03/29/2020,16:48,False,"Coord Star: 19 42 02.4669 -22 03 19.4110
C/A: 1.474 arcsec
P/A 349.59 deg
Velocity: 22.68 km/s
Distance: 5.2 AU
MagR: 16.3
",False
Ocultation by Ananke,03/29/2020,17:58,03/29/2020,17:58,False,"Coord Star: 19 42 04.2517 -22 03 14.8280
C/A: 1.452 arcsec
P/A 349.58 deg
Velocity: 22.66 km/s
Distance: 5.2 AU
MagR: 14.1
",False
Ocultation by Ananke,03/30/2020,09:46,03/30/2020,09:46,False,"Coord Star: 19 42 28.2663 -22 02 12.6370
C/A: 0.827 arcsec
P/A 349.52 deg
Velocity: 22.38 km/s
Distance: 5.19 AU
MagR: 13.5
",False
Ocultation by Ananke,03/30/2020,15:04,03/30/2020,15:04,False,"Coord Star: 19 42 36.2609 -22 01 50.8120
C/A: 0.413 arcsec
P/A 169.52 deg
Velocity: 22.29 km/s
Distance: 5.19 AU
MagR: 16.2
",False
Ocultation by Ananke,03/31/2020,02:15,03/31/2020,02:15,False,"Coord Star: 19 42 53.0407 -22 01 06.1750
C/A: 1.741 arcsec
P/A 169.47 deg
Velocity: 22.09 km/s
Distance: 5.18 AU
MagR: 15.3
",False
Ocultation by Ananke,03/31/2020,13:56,03/31/2020,13:56,False,"Coord Star: 19 43 10.4703 -22 00 21.8380
C/A: 0.956 arcsec
P/A 169.43 deg
Velocity: 21.88 km/s
Distance: 5.17 AU
MagR: 16.4
",False
Ocultation by Ananke,04/01/2020,16:48,04/01/2020,16:48,False,"Coord Star: 19 43 49.9649 -21 58 38.9970
C/A: 0.859 arcsec
P/A 169.34 deg
Velocity: 21.4 km/s
Distance: 5.16 AU
MagR: 13.7
",False
Ocultation by Ananke,04/08/2020,05:12,04/08/2020,05:12,False,"Coord Star: 19 47 24.4598 -21 49 02.3620
C/A: 1.313 arcsec
P/A 168.8 deg
Velocity: 18.57 km/s
Distance: 5.05 AU
MagR: 16.3
",False
Ocultation by Ananke,04/09/2020,01:09,04/09/2020,01:09,False,"Coord Star: 19 47 49.8802 -21 47 52.3550
C/A: 0.983 arcsec
P/A 168.73 deg
Velocity: 18.2 km/s
Distance: 5.04 AU
MagR: 15.1
",False
Ocultation by Ananke,04/10/2020,03:17,04/10/2020,03:17,False,"Coord Star: 19 48 22.4961 -21 46 20.8050
C/A: 1.565 arcsec
P/A 168.63 deg
Velocity: 17.72 km/s
Distance: 5.02 AU
MagR: 16.2
",False
Ocultation by Ananke,04/10/2020,23:46,04/10/2020,23:46,False,"Coord Star: 19 48 47.5120 -21 45 10.8590
C/A: 1.203 arcsec
P/A 168.56 deg
Velocity: 17.34 km/s
Distance: 5.01 AU
MagR: 16.1
",False
Ocultation by Ananke,04/16/2020,01:43,04/16/2020,01:43,False,"Coord Star: 19 51 06.2714 -21 38 31.3680
C/A: 0.994 arcsec
P/A 168.07 deg
Velocity: 15.05 km/s
Distance: 4.92 AU
MagR: 13.6
",False
Ocultation by Ananke,04/17/2020,21:19,04/17/2020,21:19,False,"Coord Star: 19 51 51.5567 -21 36 18.9680
C/A: 1.064 arcsec
P/A 347.88 deg
Velocity: 14.22 km/s
Distance: 4.89 AU
MagR: 11.4
",False
Ocultation by Ananke,04/27/2020,06:46,04/27/2020,06:46,False,"Coord Star: 19 55 07.0769 -21 26 04.6120
C/A: 0.504 arcsec
P/A 346.59 deg
Velocity: 9.88 km/s
Distance: 4.75 AU
MagR: 15.4
",False
Ocultation by Ananke,05/01/2020,02:12,05/01/2020,02:12,False,"Coord Star: 19 56 07.3236 -21 22 38.5380
C/A: 0.75 arcsec
P/A 345.79 deg
Velocity: 8.13 km/s
Distance: 4.69 AU
MagR: 15.5
",False
Ocultation by Ananke,05/06/2020,23:00,05/06/2020,23:00,False,"Coord Star: 19 57 17.8987 -21 18 11.8790
C/A: 0.63 arcsec
P/A 163.73 deg
Velocity: 5.46 km/s
Distance: 4.6 AU
MagR: 13.3
",False
Ocultation by Ananke,06/08/2020,13:51,06/08/2020,13:51,False,"Coord Star: 19 55 26.2705 -21 14 13.2260
C/A: 1.577 arcsec
P/A 354.15 deg
Velocity: -7.93 km/s
Distance: 4.19 AU
MagR: 15.3
",False
Ocultation by Ananke,06/10/2020,09:16,06/10/2020,09:16,False,"Coord Star: 19 54 56.0352 -21 14 54.3470
C/A: 1.509 arcsec
P/A 173.92 deg
Velocity: -8.53 km/s
Distance: 4.17 AU
MagR: 14.5
",False
Ocultation by Ananke,06/12/2020,09:43,06/12/2020,09:43,False,"Coord Star: 19 54 19.6783 -21 15 51.6480
C/A: 0.611 arcsec
P/A 353.7 deg
Velocity: -9.17 km/s
Distance: 4.15 AU
MagR: 12.0
",False
Ocultation by Ananke,06/17/2020,10:34,06/17/2020,10:34,False,"Coord Star: 19 52 37.3090 -21 18 34.5980
C/A: 1.035 arcsec
P/A 353.38 deg
Velocity: -10.64 km/s
Distance: 4.11 AU
MagR: 12.8
",False
Ocultation by Ananke,06/19/2020,13:55,06/19/2020,13:55,False,"Coord Star: 19 51 49.0849 -21 19 52.9200
C/A: 0.639 arcsec
P/A 353.3 deg
Velocity: -11.2 km/s
Distance: 4.1 AU
MagR: 15.3
",False
Ocultation by Ananke,06/19/2020,16:23,06/19/2020,16:23,False,"Coord Star: 19 51 46.6983 -21 19 56.4470
C/A: 0.251 arcsec
P/A 353.29 deg
Velocity: -11.23 km/s
Distance: 4.1 AU
MagR: 14.5
",False
Ocultation by Ananke,06/27/2020,17:01,06/27/2020,17:01,False,"Coord Star: 19 48 23.6485 -21 25 31.5080
C/A: 1.266 arcsec
P/A 173.22 deg
Velocity: -12.98 km/s
Distance: 4.05 AU
MagR: 15.1
",False
Ocultation by Ananke,07/01/2020,00:43,07/01/2020,00:43,False,"Coord Star: 19 46 51.3112 -21 28 04.8200
C/A: 0.932 arcsec
P/A 173.26 deg
Velocity: -13.53 km/s
Distance: 4.04 AU
MagR: 15.4
",False
Ocultation by Ananke,07/03/2020,22:50,07/03/2020,22:50,False,"Coord Star: 19 45 26.9198 -21 30 25.5600
C/A: 1.078 arcsec
P/A 353.31 deg
Velocity: -13.93 km/s
Distance: 4.03 AU
MagR: 15.7
",False
Ocultation by Ananke,07/04/2020,15:51,07/04/2020,15:51,False,"Coord Star: 19 45 06.0716 -21 31 00.0260
C/A: 1.491 arcsec
P/A 353.33 deg
Velocity: -14.02 km/s
Distance: 4.02 AU
MagR: 15.7
",False
Ocultation by Ananke,07/07/2020,16:13,07/07/2020,16:13,False,"Coord Star: 19 43 35.8869 -21 33 23.4700
C/A: 1.147 arcsec
P/A 173.42 deg
Velocity: -14.33 km/s
Distance: 4.02 AU
MagR: 15.6
",False
Ocultation by Ananke,07/08/2020,01:17,07/08/2020,01:17,False,"Coord Star: 19 43 24.4648 -21 33 44.2520
C/A: 1.266 arcsec
P/A 353.43 deg
Velocity: -14.36 km/s
Distance: 4.02 AU
MagR: 16.2
",False
Ocultation by Ananke,07/10/2020,19:07,07/10/2020,19:07,False,"Coord Star: 19 42 00.6147 -21 35 55.6810
C/A: 0.851 arcsec
P/A 173.54 deg
Velocity: -14.56 km/s
Distance: 4.01 AU
MagR: 15.0
",False
Ocultation by Ananke,07/17/2020,16:08,07/17/2020,16:08,False,"Coord Star: 19 38 27.1101 -21 41 25.8190
C/A: 0.236 arcsec
P/A 173.85 deg
Velocity: -14.72 km/s
Distance: 4.02 AU
MagR: 16.0
",False
Ocultation by Ananke,07/18/2020,17:18,07/18/2020,17:18,False,"Coord Star: 19 37 54.5043 -21 42 16.4540
C/A: 1.56 arcsec
P/A 353.89 deg
Velocity: -14.7 km/s
Distance: 4.02 AU
MagR: 14.6
",False
Ocultation by Ananke,07/23/2020,16:00,07/23/2020,16:00,False,"Coord Star: 19 35 21.8953 -21 45 58.3550
C/A: 0.846 arcsec
P/A 354.16 deg
Velocity: -14.45 km/s
Distance: 4.03 AU
MagR: 15.4
",False
Ocultation by Ananke,07/25/2020,00:59,07/25/2020,00:59,False,"Coord Star: 19 34 40.1588 -21 46 58.0120
C/A: 1.43 arcsec
P/A 354.24 deg
Velocity: -14.34 km/s
Distance: 4.03 AU
MagR: 19.6
",False
Ocultation by Ananke,07/25/2020,09:44,07/25/2020,09:44,False,"Coord Star: 19 34 29.1400 -21 47 13.0010
C/A: 0.964 arcsec
P/A 354.26 deg
Velocity: -14.3 km/s
Distance: 4.04 AU
MagR: 15.9
",False
Ocultation by Ananke,07/27/2020,06:04,07/27/2020,06:04,False,"Coord Star: 19 33 33.8254 -21 48 29.6670
C/A: 0.94 arcsec
P/A 354.37 deg
Velocity: -14.11 km/s
Distance: 4.04 AU
MagR: 14.5
",False
Ocultation by Ananke,07/27/2020,09:25,07/27/2020,09:25,False,"Coord Star: 19 33 29.6854 -21 48 35.0270
C/A: 0.623 arcsec
P/A 354.38 deg
Velocity: -14.09 km/s
Distance: 4.04 AU
MagR: 15.3
",False
Ocultation by Ananke,07/27/2020,10:02,07/27/2020,10:02,False,"Coord Star: 19 33 28.9088 -21 48 34.6630
C/A: 0.797 arcsec
P/A 174.38 deg
Velocity: -14.09 km/s
Distance: 4.04 AU
MagR: 11.5
",False
Ocultation by Ananke,07/28/2020,11:36,07/28/2020,11:36,False,"Coord Star: 19 32 57.4823 -21 49 18.5620
C/A: 0.3 arcsec
P/A 354.45 deg
Velocity: -13.96 km/s
Distance: 4.05 AU
MagR: 12.9
",False
Ocultation by Ananke,08/03/2020,15:26,08/03/2020,15:26,False,"Coord Star: 19 30 02.8357 -21 53 04.6550
C/A: 1.249 arcsec
P/A 174.87 deg
Velocity: -13.03 km/s
Distance: 4.08 AU
MagR: 15.4
",False
Ocultation by Ananke,08/04/2020,04:46,08/04/2020,04:46,False,"Coord Star: 19 29 47.8054 -21 53 26.1480
C/A: 1.524 arcsec
P/A 354.91 deg
Velocity: -12.93 km/s
Distance: 4.09 AU
MagR: 14.0
",False
Ocultation by Ananke,08/04/2020,18:06,08/04/2020,18:06,False,"Coord Star: 19 29 32.8865 -21 53 43.9950
C/A: 0.955 arcsec
P/A 354.95 deg
Velocity: -12.82 km/s
Distance: 4.09 AU
MagR: 13.4
",False
Ocultation by Ananke,08/08/2020,09:53,08/08/2020,09:53,False,"Coord Star: 19 27 58.0947 -21 55 34.6110
C/A: 1.673 arcsec
P/A 175.24 deg
Velocity: -12.08 km/s
Distance: 4.12 AU
MagR: 15.3
",False
Ocultation by Ananke,08/08/2020,23:43,08/08/2020,23:43,False,"Coord Star: 19 27 43.7568 -21 55 52.3160
C/A: 0.494 arcsec
P/A 175.29 deg
Velocity: -11.95 km/s
Distance: 4.12 AU
MagR: 13.1
",False
Ocultation by Ananke,08/09/2020,09:39,08/09/2020,09:39,False,"Coord Star: 19 27 33.5586 -21 56 05.9860
C/A: 1.522 arcsec
P/A 355.33 deg
Velocity: -11.86 km/s
Distance: 4.12 AU
MagR: 14.0
",False
Ocultation by Ananke,08/09/2020,18:11,08/09/2020,18:11,False,"Coord Star: 19 27 24.8709 -21 56 15.4240
C/A: 1.11 arcsec
P/A 355.35 deg
Velocity: -11.78 km/s
Distance: 4.13 AU
MagR: 15.5
",False
Ocultation by Ananke,08/13/2020,12:55,08/13/2020,12:55,False,"Coord Star: 19 25 56.6283 -21 57 50.3050
C/A: 0.092 arcsec
P/A 175.71 deg
Velocity: -10.85 km/s
Distance: 4.16 AU
MagR: 15.6
",False
Ocultation by Ananke,08/14/2020,06:06,08/14/2020,06:06,False,"Coord Star: 19 25 40.8373 -21 58 08.4120
C/A: 1.655 arcsec
P/A 355.78 deg
Velocity: -10.66 km/s
Distance: 4.16 AU
MagR: 15.4
",False
Ocultation by Ananke,08/15/2020,08:07,08/15/2020,08:07,False,"Coord Star: 19 25 17.4685 -21 58 29.4510
C/A: 0.976 arcsec
P/A 175.89 deg
Velocity: -10.37 km/s
Distance: 4.17 AU
MagR: 14.5
",False
Ocultation by Ananke,08/16/2020,20:42,08/16/2020,20:42,False,"Coord Star: 19 24 45.8712 -21 59 02.8760
C/A: 1.515 arcsec
P/A 356.06 deg
Velocity: -9.94 km/s
Distance: 4.19 AU
MagR: 15.5
",False
Ocultation by Ananke,08/18/2020,15:43,08/18/2020,15:43,False,"Coord Star: 19 24 10.5687 -21 59 32.9890
C/A: 1.266 arcsec
P/A 176.28 deg
Velocity: -9.41 km/s
Distance: 4.21 AU
MagR: 15.5
",False
Ocultation by Ananke,08/21/2020,18:19,08/21/2020,18:19,False,"Coord Star: 19 23 14.3935 -22 00 20.7710
C/A: 1.472 arcsec
P/A 176.71 deg
Velocity: -8.43 km/s
Distance: 4.24 AU
MagR: 14.3
",False
Ocultation by Ananke,08/23/2020,14:41,08/23/2020,14:41,False,"Coord Star: 19 22 44.1517 -22 00 44.5740
C/A: 0.704 arcsec
P/A 177.03 deg
Velocity: -7.82 km/s
Distance: 4.26 AU
MagR: 15.4
",False
Ocultation by Ananke,08/25/2020,17:44,08/25/2020,17:44,False,"Coord Star: 19 22 12.3711 -22 01 05.8510
C/A: 0.825 arcsec
P/A 177.45 deg
Velocity: -7.1 km/s
Distance: 4.29 AU
MagR: 13.5
",False
Ocultation by Ananke,08/28/2020,06:45,08/28/2020,06:45,False,"Coord Star: 19 21 38.7155 -22 01 26.6430
C/A: 1.558 arcsec
P/A 358.09 deg
Velocity: -6.2 km/s
Distance: 4.32 AU
MagR: 14.6
",False
Ocultation by Ananke,08/31/2020,18:40,08/31/2020,18:40,False,"Coord Star: 19 21 00.3041 -22 01 37.5020
C/A: 0.171 arcsec
P/A 179.36 deg
Velocity: -4.92 km/s
Distance: 4.36 AU
MagR: 12.7
",False
Ocultation by Ananke,09/04/2020,02:57,09/04/2020,02:57,False,"Coord Star: 19 20 32.2722 -22 01 37.1130
C/A: 1.12 arcsec
P/A 1.45 deg
Velocity: -3.65 km/s
Distance: 4.41 AU
MagR: 13.8
",False
Ocultation by Ananke,09/21/2020,05:53,09/21/2020,05:53,False,"Coord Star: 19 20 26.2429 -21 58 00.6040
C/A: 0.696 arcsec
P/A 345.73 deg
Velocity: 3.61 km/s
Distance: 4.66 AU
MagR: 13.5
",False
Ocultation by Ananke,09/27/2020,06:21,09/27/2020,06:21,False,"Coord Star: 19 21 18.9739 -21 55 23.5830
C/A: 1.797 arcsec
P/A 349.04 deg
Velocity: 6.26 km/s
Distance: 4.76 AU
MagR: 11.0
",False
Ocultation by Ananke,09/28/2020,15:18,09/28/2020,15:18,False,"Coord Star: 19 21 34.8212 -21 54 38.2400
C/A: 1.561 arcsec
P/A 169.42 deg
Velocity: 6.87 km/s
Distance: 4.78 AU
MagR: 12.6
",False
Ocultation by Ananke,10/06/2020,05:49,10/06/2020,05:49,False,"Coord Star: 19 23 28.0439 -21 50 06.1550
C/A: 0.166 arcsec
P/A 170.63 deg
Velocity: 10.25 km/s
Distance: 4.91 AU
MagR: 15.2
",False
Ocultation by Ananke,10/07/2020,08:43,10/07/2020,08:43,False,"Coord Star: 19 23 48.2406 -21 49 19.6280
C/A: 0.55 arcsec
P/A 170.74 deg
Velocity: 10.75 km/s
Distance: 4.93 AU
MagR: 12.7
",False
Ocultation by Ananke,10/08/2020,00:38,10/08/2020,00:38,False,"Coord Star: 19 24 00.6263 -21 48 53.8620
C/A: 1.713 arcsec
P/A 350.78 deg
Velocity: 11.04 km/s
Distance: 4.94 AU
MagR: 15.6
",False
Ocultation by Ananke,10/09/2020,05:44,10/09/2020,05:44,False,"Coord Star: 19 24 24.0160 -21 48 00.3850
C/A: 0.816 arcsec
P/A 350.87 deg
Velocity: 11.58 km/s
Distance: 4.96 AU
MagR: 13.9
",False
Ocultation by Ananke,10/09/2020,21:37,10/09/2020,21:37,False,"Coord Star: 19 24 37.2239 -21 47 31.4230
C/A: 1.318 arcsec
P/A 350.92 deg
Velocity: 11.87 km/s
Distance: 4.97 AU
MagR: 15.5
",False
Ocultation by Ananke,10/10/2020,08:25,10/10/2020,08:25,False,"Coord Star: 19 24 46.3562 -21 47 09.5060
C/A: 0.281 arcsec
P/A 170.95 deg
Velocity: 12.07 km/s
Distance: 4.98 AU
MagR: 15.5
",False
Ocultation by Ananke,10/10/2020,18:04,10/10/2020,18:04,False,"Coord Star: 19 24 54.6642 -21 46 53.2120
C/A: 1.812 arcsec
P/A 350.97 deg
Velocity: 12.25 km/s
Distance: 4.98 AU
MagR: 12.7
",False
Ocultation by Ananke,10/11/2020,23:39,10/11/2020,23:39,False,"Coord Star: 19 25 20.7255 -21 45 52.1140
C/A: 1.768 arcsec
P/A 171.04 deg
Velocity: 12.8 km/s
Distance: 5.01 AU
MagR: 15.2
",False
Ocultation by Ananke,10/15/2020,12:11,10/15/2020,12:11,False,"Coord Star: 19 26 40.9504 -21 43 00.2590
C/A: 1.174 arcsec
P/A 351.17 deg
Velocity: 14.35 km/s
Distance: 5.07 AU
MagR: 13.4
",False
Ocultation by Ananke,10/18/2020,04:23,10/18/2020,04:23,False,"Coord Star: 19 27 47.2951 -21 40 37.8810
C/A: 1.851 arcsec
P/A 351.23 deg
Velocity: 15.53 km/s
Distance: 5.11 AU
MagR: 16.1
",False
Ocultation by Ananke,10/18/2020,14:48,10/18/2020,14:48,False,"Coord Star: 19 27 58.4766 -21 40 12.8360
C/A: 0.845 arcsec
P/A 351.24 deg
Velocity: 15.71 km/s
Distance: 5.12 AU
MagR: 16.0
",False
Ocultation by Ananke,10/20/2020,16:27,10/20/2020,16:27,False,"Coord Star: 19 28 53.4409 -21 38 13.9600
C/A: 0.111 arcsec
P/A 171.27 deg
Velocity: 16.61 km/s
Distance: 5.15 AU
MagR: 15.8
",False
Ocultation by Ananke,10/22/2020,10:13,10/22/2020,10:13,False,"Coord Star: 19 29 41.7235 -21 36 30.1950
C/A: 0.448 arcsec
P/A 171.27 deg
Velocity: 17.35 km/s
Distance: 5.18 AU
MagR: 15.8
",False
